㐖毒	xiédú
一答一合	yīdáyīhé
一筹莫展	yīchóumòzhǎn
一箭上垛	yījiànshàngduò
一箭之仇	yījiànzhīchóu
一箭之地	yījiànzhīdì
一粒老鼠屎坏了一锅粥	yīlìlǎoshǔshǐhuàileyīguōzhōu
一系列	yīxìliè
一索得男	yīsuǒdénán
一緺	yīguā
一级头	yījítóu
一纪	yījì
一纳头	yīnàtóu
一纸空文	yīzhǐkōngwén
一线之间	yīxiànzhījiān
一络索	yīluòsuǒ
一缘一会	yīyuányīhuì
一网尽扫	yīwǎngjìnsǎo
一网打尽	yīwǎngdǎjìn
一而不党	yīérbùdǎng
一肚	yīdù
一肚子	yīdǔzi
一肚皮	yīdùpí
一股劲	yìgǔjìn
一股劲儿	yīgǔjìner
一股脑地	yīgǔnǎode
一股那	yīgǔnà
一肢一节	yīzhīyījié
一肢半节	yīzhībànjié
一胆地	yīdǎnde
一胎化	yītāihuà
一能	yīnéng
一脉	yīmài
一脉同气	yīmàitóngqì
一脉相传	yīmàixiāngchuán
一脉相承	yīmàixiāngchéng
一脉相通	yīmàixiāngtōng
一脉香烟	yīmàixiāngyān
一脚	yījiǎo
一脚不移	yījiǎobùyí
一脚指	yījiǎozhǐ
一脚耧	yījiǎolóu
一腊	yīlà
一臂	yībì
一臂之力	yībìzhīlì
一致之节	yīzhìzhījié
一致地	yízhìde
一致性效应	yīzhìxìngxiàoyìng
一舍	yīshè
一般	yìbān
一般人	yībānrén
一般化	yìbānhuà
一般原则	yībānyuánzé
一般地	yìbānde
一般地指	yìbāndezhǐ
一般地讲	yìbāndejiǎng
一般地说	yìbāndeshuō
一般性	yībānxìng
一般性地	yìbānxìngde
一般无二	yībānwúèr
一般来讲	yībānláijiǎng
一般来说	yībānláishuō
一般样	yìbānyàng
一般而言	yībānéryán
一般般	yībānbān
一般见识	yībānjiànshí
一般规定	yībānguīdìng
一般规律	yìbānguīlǜ
一般说来	yībānshuōlái
一般贸易	yībānmàoyì
一色	yīsè
一色服	yīsèfú
一色衣	yīsèyī
一节俭地	yījiéjiǎnde
一节诗	yījiéshī
一芥	yījiè
一花五叶	yīhuāwǔyè
一苇可航	yīwěikěháng
一若	yīruò
一茎六穗	yījīngliùsuì
一莞	yīwǎn
一落	yīluò
一落千丈	yīluòqiānzhàng
一落索	yīluòsuǒ
一藏	yīcáng
一虎不河	yīhǔbùhé
一蛇两头	yīshéliǎngtóu
一蟹不如一蟹	yīxièbùrúyīxiè
一行	yīxíng
一行书	yīxíngshū
一行人	yīxíngrén
一行作吏	yīxíngzuòlì
一街两巷	yījiēliǎngxiàng
一褱而论	yīhuáiérlùn
一要	yīyào
一见了然	yījiànliǎorán
一见倾心	yījiànqīngxīn
一见喜	yījiànxǐ
一见如故	yījiànrúgù
一见如旧	yījiànrújiù
一见钟情	yījiànzhōngqíng
一见高低	yījiàngāodī
一视同仁	yīshìtóngrén
一视同仁地对待	yīshìtóngréndeduìdài
一览无余	yīlǎnwúyú
一览无遗	yìlǎnwúyí
一觉	yījiào
一觉地	yījiàode
一觉醒来	yījiàoxǐnglái
一角	yījiǎo
一角兽	yījiǎoshòu
一角银币	yījiǎoyínbì
一解不如一解	yījiěbùrúyījiě
一触即发	yīchùjífā
一触即溃	yīchùjíkuì
一言一行	yīyányīxíng
一言不发	yīyánbùfā
一言不合	yīyánbùhé
一言两语	yīyánliǎngyǔ
一言丧邦	yīyánsàngbāng
一言中的	yìyánzhòngdì
一言为定	yīyánwéidìng
一言为重	yīyánwéizhòng
一言兴邦	yīyánxīngbāng
一言半句	yīyánbànjù
一言半语	yīyánbànyǔ
一言抄百语	yīyánchāobǎiyǔ
一言难尽	yīyánnánjìn
一许	yīxǔ
一语不发	yīyǔbùfā
一语中人	yīyǔzhòngrén
一语中的	yīyǔzhòngdì
一语双关	yīyǔshuāngguān
一语成谶	yīyǔchéngchèn
一语撞倒墙	yīyǔzhuàngdǎoqiáng
一语破的	yīyǔpòdì
一语道破	yīyǔdàopò
一说	yīshuō
一诺无辞	yīnuòwúcí
一谜	yīmí
一谷不升	yīgǔbùshēng
一谷不登	yīgǔbùdēng
一败涂地	yībàitúdì
一贫如洗	yīpínrúxǐ
一贯地	yíguànde
一赐乐业教	yīcìlèyèjiào
一走了之	yīzǒuliǎozhī
一起头	yìqǐtóu
一趟平	yītàngpíng
一跌不振	yīdiēbùzhèn
一路上	yīlùshàng
一路神祇	yīlùshénqí
一路货色	yīlùhuòsè
一路顺风	yīlùshùnfēng
一路风尘	yīlùfēngchén
一路风清	yīlùfēngqīng
一跳八丈	yītiàobāzhàng
一踅头	yīxuétóu
一踏脚儿	yītàjuéér
一蹴	yīcù
一蹴即至	yīcùjízhì
一蹴可几	yīcùkějǐ
一蹴而就	yícùérjiù
一蹴而得	yīcùérdé
一蹴而成	yīcùérchéng
一蹶	yījué
一蹶不兴	yījuěbùxīng
一蹶不振	yījuébùzhèn
一身两头	yīshēnliǎngtóu
一身二任	yīshēnèrrèn
一身做事一身当	yīshēnzuòshìyīshēndāng
一身汗	yīshēnhàn
一身而二任	yīshēnérèrrèn
一身都是胆	yīshēndōushìdǎn
一车骨头半车肉	yīchēgútoubànchēròu
一轨同风	yīguǐtóngfēng
一转念	yīzhuǎnniàn
一转手	yīzhuǎnshǒu
一转眼	yīzhuǎnyǎn
一转语	yīzhuǎnyǔ
一轰而散	yīhōngérsàn
一轴	yīzhóu
一辔头	yīpèitóu
一辞同轨	yīcítóngguǐ
一辞莫赞	yīcímòzàn
一边倒	yībiāndǎo
一边好奇地	yībiānhàoqíde
一过不父	yīguòbùfù
一过性	yīguòxìng
一迎一和	yīyíngyīhé
一还一报	yīhuányībào
一退六二五	yītuìliùèrwǔ
一透都透	yītòudōutòu
一递一个	yīdìyīgè
一逢掖	yīféngyè
一邱之貉	yīqiūzhīhé
一部分	yībùfen
一部分地	yībùfènde
一醉方休	yīzuìfāngxiū
一醉解千愁	yīzuìjiěqiānchóu
一重一掩	yīchóngyīyǎn
一量	yīliàng
一针见血	yīzhēnjiànxiě
一钉点	yīdīngdiǎn
一钱不值	yīqiánbùzhí
一钱不名	yīqiánbùmíng
一钱不落虚空地	yīqiánbùluòxūkōngdì
一铺	yīpù
一铺安心	yīpùānxīn
一铺滩	yīpùtān
一锅粥	yīguōzhōu
一长	yīcháng
一长一短	yīchángyīduǎn
一长两短	yīchángliǎngduǎn
一长串	yīchángchuàn
一长二短	yīchángèrduǎn
一长半短	yīchángbànduǎn
一长溜	yīchángliū
一閧市	yīhòngshì
一门同气	yīméntóngqì
一门心思	yīménxīnsī
一闪而过	yīshǎnérguò
一问一个肯	yīwènyígèkěn
一问三不知	yīwènsānbùzhī
一间	yījiān
一阐提	yīchǎntí
一阳节	yīyángjié
一阵风	yīzhènfēng
一陶	yītáo
一隅之地	yīyúzhīdì
一隅之见	yīyúzhījiàn
一隅之说	yīyúzhīshuō
一雨	yīyǔ
一雨成秋	yīyǔchéngqiū
一霎那	yīshànà
一霎间	yīshàjiān
一面之识	yīmiànzhīshí
一面倒	yímiàndǎo
一鞭一条痕	yībiānyītiáohén
一鞭先着	yībiānxiānzhāo
一鞭先著	yībiānxiānzhuó
一项一项地	yīxiàngyīxiàngde
一顿	yīdùn
一颗老鼠屎坏了一锅汤	yīkēlǎoshǔshǐhuàileyīguōtāng
一颗老鼠屎坏了一锅粥	yīkēlǎoshǔshǐhuàileyīguōzhōu
一风吹	yīfēngchuī
一飞冲天	yīfēichōngtiān
一饭三吐哺	yīfànsāntǔbǔ
一饮而尽	yīyǐnérjìn
一马不被两鞍	yīmǎbùbèiliǎngān
一马不跨双鞍	yīmǎbùkuàshuāngān
一马不鞁两鞍	yīmǎbùbèiliǎngān
一马勺坏一锅	yīmǎsháohuàiyīguō
一马当先	yīmǎdāngxiān
一马难将两鞍鞴	yīmǎnánjiāngliǎngānbèi
一驮	yīduò
一驮粮	yíduòliáng
一骨碌	yīgūlù
一骨辣	yīgǔlà
一骨鲁	yīgǔlǔ
一鳞一爪	yīlínyīzhǎo
一鳞半爪	yīlínbànzhǎo
一鳞片爪	yīlínpiànzhǎo
一鳞片甲	yīlínpiànjiǎ
一齐	yīqí
一齐众楚	yīqízhòngchǔ
一齐地	yīqíde
一龙一蛇	yīlóngyīshé
丁一卯二	dīngyīmǎoèr
丁一确二	dīngyīquèèr
丁丁	dīngdīng
丁丁光光	dīngdīngguāngguāng
丁丁列列	dīngdīnglièliè
丁丁当当	dīngdīngdāngdāng
丁丁炒面	dīngdīngchǎomiàn
丁丑	dīngchǒu
丁丙	dīngbǐng
丁东	dīngdōng
丁中	dīngzhōng
丁主	dīngzhǔ
丁书	dīngshū
丁二烯	dīngèrxī
丁二醇	dīngèrchún
丁亥	dīnghài
丁产	dīngchǎn
丁人	dīngrén
丁令	dīnglíng
丁令威	dīnglíngwēi
丁倒	dīngdǎo
丁克	dīngkè
丁八	dīngbā
丁公凿井	dīnggōngzáojǐng
丁公藤	dīnggōngténg
丁兰	dīnglán
丁内忧	dīngnèiyōu
丁内艰	dīngnèijiān
丁内酯	dīngnèizhǐ
丁册	dīngcè
丁冬	dīngdōng
丁则	dīngzé
丁力	dīnglì
丁加奴	dīngjiānú
丁匠	dīngjiàng
丁卯	dīngmǎo
丁卯战争	dīngmǎozhànzhēng
丁卯桥	dīngmǎoqiáo
丁卯胡乱	dīngmǎohúluàn
丁历	dīnglì
丁口	dīngkǒu
丁口钱	dīngkǒuqián
丁坑	dīngkēng
丁块柴	dīngkuàichái
丁坝	dīngbà
丁型肝炎	dīngxínggānyán
丁基	dīngjī
丁塞	dīngsāi
丁壮	dīngzhuàng
丁外忧	dīngwàiyōu
丁外艰	dīngwàijiān
丁夜	dīngyè
丁夫	dīngfū
丁头	dīngtóu
丁奚	dīngxī
丁女	dīngnǚ
丁奴	dīngnú
丁妻	dīngqī
丁娘十索	dīngniángshísuǒ
丁娘子	dīngniángzǐ
丁婢	dīngbì
丁子	dīngzǐ
丁子香	dīngzǐxiāng
丁字	dīngzì
丁字尺	dīngzìchǐ
丁字帘	dīngzìlián
丁字库	dīngzìkù
丁字形	dīngzìxíng
丁字梁	dīngzìliáng
丁字步	dīngzìbù
丁字街	dīngzìjiē
丁字裤	dīngzìkù
丁字钢	dīngzìgāng
丁字镐	dīngzìgǎo
丁宁	dīngníng
丁宠家庭	dīngchǒngjiātíng
丁客	dīngkè
丁害	dīnghài
丁家艰	dīngjiājiān
丁家鹤	dīngjiāhè
丁对	dīngduì
丁屐	dīngjī
丁属	dīngshǔ
丁差	dīngchà
丁巳	dīngsì
丁巳复辟	dīngsìfùbì
丁帘	dīnglián
丁年	dīngnián
丁庸	dīngyōng
丁强	dīngqiáng
丁当	dīngdāng
丁当长鸣	dīngdāngchángmíng
丁役	dīngyì
丁徭	dīngyáo
丁忧	dīngyōu
丁快	dīngkuài
丁户	dīnghù
丁折	dīngshé
丁拐儿	dīngguǎiér
丁方	dīngfāng
丁时	dīngshí
丁星	dīngxīng
丁是丁	dīngshìdīng
丁是娥	dīngshìé
丁期	dīngqī
丁未	dīngwèi
丁村人	dīngcūnrén
丁板子	dīngbǎnzi
丁栎	dīnglì
丁格犬	dīnggéquǎn
丁档	dīngdàng
丁梢	dīngshāo
丁步	dīngbù
丁母忧	dīngmǔyōu
丁氏粟	dīngshìsù
丁汝昌	dīngrǔchāng
丁沉	dīngchén
丁泠	dīnglíng
丁漕	dīngcáo
丁灵	dīnglíng
丁点	dīngdiǎn
丁点儿	dīngdiǎner
丁烯	dīngxī
丁烷	dīngwán
丁父忧	dīngfùyōu
丁父艰	dīngfùjiān
丁玲	dīnglíng
丁珰	dīngdāng
丁田	dīngtián
丁甲	dīngjiǎ
丁男	dīngnán
丁真永草	dīngzhēnyǒngcǎo
丁督护歌	dīngdūhùgē
丁磊	dīnglěi
丁祭	dīngjì
丁税	dīngshuì
丁稚	dīngzhì
丁穷	dīngqióng
丁籍	dīngjí
丁米	dīngmǐ
丁粮	dīngliáng
丁糖	dīngtáng
丁绢	dīngjuàn
丁翁	dīngwēng
丁老	dīnglǎo
丁肇中	dīngzhàozhōng
丁胥	dīngxū
丁艰	dīngjiān
丁若	dīngruò
丁荦	dīngluò
丁西林	dīngxīlín
丁赋	dīngfù
丁身	dīngshēn
丁身钱	dīngshēnqián
丁辰	dīngchén
丁部	dīngbù
丁酉	dīngyǒu
丁醇	dīngchún
丁醛	dīngquán
丁钱	dīngqián
丁银	dīngyín
丁零	dīnglíng
丁零当啷	dīnglíngdānglāng
丁青	dīngqīng
丁青县	dīngqīngxiàn
丁鞵	dīngxié
丁韪良	dīngwěiliáng
丁香	dīngxiāng
丁香头	dīngxiāngtóu
丁香柿	dīngxiāngshì
丁香核	dīngxiānghé
丁香竹	dīngxiāngzhú
丁香结	dīngxiāngjié
丁香花	dīngxiānghuā
丁香褐	dīngxiānghè
丁骨牛排	dīnggǔniúpái
丁鱥	dīngguì
丁鲷	dīngdiāo
七上八下	qīshàngbāxià
七上八落	qīshàngbāluò
七不堪	qībùkān
七世子孙	qīshìzǐsūn
七个八个	qīgèbāgè
七个头八个胆	qīgètóubāgèdǎn
七举时节	qījǔshíjié
七了八当	qīlebādāng
七事家	qīshìjiā
七亡	qīwáng
七体	qītǐ
七佛	qīfó
七倍地	qībèide
七倒八歪斜	qīdǎobāwāixié
七停八当	qītíngbādàng
七冲门	qīchōngmén
七分之一	qīfēnzhīyī
七分似鬼	qīfēnsìguǐ
七分像鬼	qīfēnxiàngguǐ
七分熟	qīfēnshú
七十二变化	qīshíèrbiànhuà
七十二地煞	qīshíèrdìshà
七十二疑冢	qīshíèryízhǒng
七十二福地	qīshíèrfúdì
七十二行	qīshíèrháng
七十二钻	qīshíèrzuàn
七十倍地	qīshíbèide
七十说	qīshíshuō
七十钻	qīshízuàn
七十鸟	qīshíniǎo
七单	qīdān
七占	qīzhàn
七发	qīfā
七台河	qītáihé
七台河市	qītáihéshì
七叶	qīyè
七叶一枝花	qīyèyīzhīhuā
七叶树	qīyèshù
七叶貂	qīyèdiāo
七号电池	qīhàodiànchí
七和弦	qīhéxián
七地	qīdì
七堵区	qīdǔqū
七夕红	qīxīhóng
七夕节	qīxījié
七大	qīdà
七大八	qīdàbā
七大八小	qīdàbāxiǎo
七大夫	qīdàifū
七大姑八大姨	qīdàgūbādàyí
七大家	qīdàjiā
七大工业国集团	qīdàgōngyèguójítuán
七大洲	qīdàzhōu
七奔	qībēn
七女池	qīnǚchí
七宝五味粥	qībǎowǔwèizhōu
七宝台	qībǎotái
七宝楼台	qībǎolóutái
七宝粥	qībǎozhōu
七宝车	qībǎochē
七宝高车	qībǎogāochē
七家茶	qījiāchá
七尺	qīchǐ
七尺之躯	qīchǐzhīqū
七尺躯	qīchǐqū
七属	qīshǔ
七带石斑鱼	qīdàishíbānyú
七开八得	qīkāibādé
七思八想	qīsībāxiǎng
七情六欲	qīqíngliùyù
七成八脉	qīchéngbāmài
七手八脚	qīshǒubājiǎo
七打八	qīdǎbā
七托八转	qītuōbāzhuǎn
七折八扣	qīzhébākòu
七担八挪	qīdānbānuó
七拉八扯	qīlābāchě
七拱八翘	qīgǒngbāqiào
七排	qīpái
七擒七纵	qīqínqīzòng
七教	qījiào
七方十齐	qīfāngshíqí
七星冠	qīxīngguān
七星区	qīxīngqū
七星车	qīxīngchē
七景	qījǐng
七月份	qīyuèfèn
七术	qīshù
七杂八色	qīzábāsè
七条	qītiáo
七条丝	qītiáosī
七条弦	qītiáoxián
七松家	qīsōngjiā
七校	qīxiào
七棱八瓣	qīléngbābàn
七横八竖	qīhéngbāshù
七次量衣一次裁	qīcìliángyīyīcìcái
七正	qīzhèng
七步八叉	qībùbāchā
七泽	qīzé
七煞	qīshà
七王	qīwáng
七病八倒	qībìngbādǎo
七相五公	qīxiāngwǔgōng
七短八长	qīduǎnbācháng
七窍冒火	qīqiàomàohuǒ
七端八正	qīduānbāzhèng
七符六诏	qīfúliùzhào
七筴	qījiā
七緵布	qīzōngbù
七纵	qīzòng
七纵七擒	qīzòngqīqín
七纵七禽	qīzòngqīqín
七纵八横	qīzòngbāhéng
七纵八跳	qīzòngbātiào
七老会	qīlǎohuì
七老八倒	qīlǎobādǎo
七脚八手	qījiǎobāshǒu
七舆大夫	qīyúdàifū
七舍	qīshè
七色	qīsè
七色板	qīsèbǎn
七节鞭	qījiébiān
七荤八素	qīhūnbāsù
七菱八落	qīlíngbāluò
七行俱下	qīhángjùxià
七观	qīguān
七观帖	qīguāntiē
七觉	qījué
七觉分	qījuéfēn
七角	qījiǎo
七角八角	qījiǎobājiǎo
七角形	qījiǎoxíng
七言体	qīyántǐ
七言八语	qīyánbāyǔ
七识	qīshí
七调	qīdiào
七贤过关图	qīxiánguòguāntú
七贵五侯	qīguìwǔhòu
七起八落	qīqǐbāluò
七趣	qīqù
七轮扇	qīlúnshàn
七轮风	qīlúnfēng
七返九还	qīfǎnjiǔhái
七返还丹	qīfǎnhuándān
七采	qīcǎi
七里河区	qīlǐhéqū
七重围子	qīchóngwéizǐ
七长八短	qīchángbāduǎn
七阻八挡	qīzǔbādǎng
七隩	qīyù
七零八落	qīlíngbāluò
七项全能	qīxiàngquánnéng
七颠八倒	qīdiānbādǎo
七首八脚	qīshǒubājiǎo
七香汤	qīxiāngtāng
七香车	qīxiāngchē
七魄	qīpò
七魄悠悠	qīpòyōuyōu
七鳃鳗	qīsāimán
万一	wànyī
万万	wànwàn
万万千千	wànwànqiānqiān
万丈	wànzhàng
万丈深渊	wànzhàngshēnyuān
万丈高楼从地起	wànzhànggāolóucóngdìqǐ
万丈高楼平地起	wànzhànggāolóupíngdìqǐ
万不失一	wànbùshīyī
万不得已	wànbùdéyǐ
万世	wànshì
万世一时	wànshìyīshí
万世不易	wànshìbùyì
万世之患	wànshìzhīhuàn
万世师表	wànshìshībiǎo
万世无疆	wànshìwújiāng
万世流芳	wànshìliúfāng
万丹	wàndān
万丹乡	wàndānxiāng
万乘	wànshèng
万事	wànshì
万事不求人	wànshìbùqiúrén
万事亨通	wànshìhēngtōng
万事俱备	wànshìjùbèi
万事大吉	wànshìdàjí
万事如意	wànshìrúyì
万事开头难	wànshìkāitóunán
万事得	wànshìdé
万事起头难	wànshìqǐtóunán
万事达	wànshìdá
万事通	wànshìtōng
万井	wànjǐng
万人	wànrén
万人之上	wànrénzhīshàng
万人之敌	wànrénzhīdí
万人传实	wànrénchuánshí
万人坑	wànrénkēng
万人敌	wànréndí
万人空巷	wànrénkōngxiàng
万亿	wànyì
万代	wàndài
万代兰	wàndàilán
万代千秋	wàndàiqiānqiū
万众	wànzhòng
万众一心	wànzhòngyīxīn
万位	wànwèi
万俟	mòqí
万儿八千	wànérbāqiān
万元户	wànyuánhù
万全	wànquán
万全之策	wànquánzhīcè
万全之计	wànquánzhījì
万全县	wànquánxiàn
万几	wànjǐ
万分	wànfēn
万分一	wànfēnyī
万分之一	wànfēnzhīyī
万分地小心	wànfēndexiǎoxīn
万分痛苦	wànfēntòngkǔ
万别千差	wànbiéqiānchā
万刼	wànjié
万刼不复	wànjiébùfù
万劫	wànjié
万劫不复	wànjiébùfù
万化	wànhuà
万千	wànqiān
万华	wànhuá
万华区	wànhuáqū
万博省	wànbóshěng
万卷	wànjuàn
万历	wànlì
万原	wànyuán
万县	wànxiàn
万县地区	wànxiàndìqū
万县市	wànxiànshì
万县港	wànxiàngǎng
万变不离其宗	wànbiànbùlíqízōng
万口一词	wànkǒuyīcí
万口一谈	wànkǒuyītán
万口一辞	wànkǒuyīcí
万古	wàngǔ
万古千秋	wàngǔqiānqiū
万古流芳	wàngǔliúfāng
万古留芳	wàngǔliúfāng
万古蟾	wàngǔchán
万古长存	wàngǔchángcún
万古长新	wàngǔchángxīn
万古长春	wàngǔchángchūn
万古长青	wàngǔchángqīng
万叶	wànyè
万名	wànmíng
万向接头	wànxiàngjiētóu
万向节	wànxiàngjié
万品	wànpǐn
万喙	wànhuì
万国	wànguó
万国博览会	wànguóbólǎnhuì
万国宫	wànguógōng
万国码	wànguómǎ
万国邮政联盟	wànguóyóuzhèngliánméng
万国邮联	wànguóyóulián
万国音标	wànguóyīnbiāo
万圣夜	wànshèngyè
万圣节	wànshèngjié
万圣节前夕	wànshèngjiéqiánxī
万圣节前夜	wànshèngjiéqiányè
万壑争流	wànhèzhēngliú
万壑千岩	wànhèqiānyán
万夫	wànfū
万夫不当	wànfūbùdāng
万夫不当之勇	wànfūbùdāngzhīyǒng
万夫莫开	wànfūmòkāi
万夫莫当	wànfūmòdāng
万夫莫摧	wànfūmòcuī
万夫莫敌	wànfūmòdí
万夫难敌	wànfūnándí
万头攒动	wàntóucuándòng
万头钻动	wàntóuzuāndòng
万姓	wànxìng
万字头巾	wànzìtóujīn
万字顶头巾	wànzìdǐngtóujīn
万宁	wànníng
万宁市	wànníngshì
万宇	wànyǔ
万安	wànān
万安县	wànānxiàn
万官	wànguān
万宝	wànbǎo
万宝路	wànbǎolù
万家之侯	wànjiāzhīhóu
万家乐	wànjiālè
万家寨引黄入晋工程	wànjiāzhàiyǐnhuángrùjìngōngchéng
万家春	wànjiāchūn
万家灯火	wànjiādēnghuǒ
万家生佛	wànjiāshēngfó
万寳	wànbǎo
万寿	wànshòu
万寿圣节	wànshòushèngjié
万寿山	wànshòushān
万寿无疆	wànshòuwújiāng
万寿节	wànshòujié
万寿菊	wànshòujú
万尼亚舅舅	wànníyàjiùjiù
万山特区	wànshāntèqū
万山镇	wànshānzhèn
万岁	wànsuì
万岁千秋	wànsuìqiānqiū
万岁爷	wànsuìyé
万峦	wànluán
万峦乡	wànluánxiāng
万州	wànzhōu
万州区	wànzhōuqū
万年	wànnián
万年历	wànniánlì
万年县	wànniánxiàn
万年吉地	wànniánjídì
万年无疆	wànniánwújiāng
万年枝	wànniánzhī
万年青	wànniánqīng
万幸	wànxìng
万应灵丹	wànyìnglíngdān
万应灵药	wànyìnglíngyào
万应锭	wànyìngdìng
万庾	wànyǔ
万形	wànxíng
万微	wànwēi
万念俱寂	wànniànjùjì
万念俱灰	wànniànjùhuī
万恨千愁	wànhènqiānchóu
万恶	wànè
万恶之源	wànèzhīyuán
万恶滔天	wànètāotiān
万感	wàngǎn
万或	wànhuò
万户	wànhù
万户侯	wànhùhóu
万户千门	wànhùqiānmén
万托林	wàntuōlín
万指	wànzhǐ
万斛	wànhú
万方	wànfāng
万族	wànzú
万无	wànwú
万无一失	wànwúyīshī
万春	wànchūn
万智牌	wànzhìpái
万有	wànyǒu
万有引力	wànyǒuyǐnlì
万机	wànjī
万机主	wànjīzhǔ
万枢	wànshū
万柏林	wànbólín
万柏林区	wànbólínqū
万死	wànsǐ
万死一生	wànsǐyīshēng
万死不辞	wànsǐbùcí
万死犹轻	wànsǐyóuqīng
万殊	wànshū
万民	wànmín
万民伞	wànmínsǎn
万民涂炭	wànmíntútàn
万民牌伞	wànmínpáisǎn
万水千山	wànshuǐqiānshān
万汇	wànhuì
万泉河	wànquánhé
万法	wànfǎ
万洋山	wànyángshān
万流	wànliú
万流景仰	wànliújǐngyǎng
万源	wànyuán
万源市	wànyuánshì
万灵	wànlíng
万灵丹	wànlíngdān
万灵节	wànlíngjié
万物	wànwù
万物之灵	wànwùzhīlíng
万牲园	wànshēngyuán
万状	wànzhuàng
万玉	wànyù
万生	wànshēng
万用字元	wànyòngzìyuán
万用表	wànyòngbiǎo
万盛	wànshèng
万盛区	wànshèngqū
万目睚眦	wànmùyázì
万目睽睽	wànmùkuíkuí
万石	wàndàn
